"row_id","order_id","product_id","sales","quantity","discount","profit"
"50","CA-2019-115742","395","38.22","6","0","17.9634"
"51","CA-2019-115742","193","75.17999999999999","6","0","35.334599999999995"
"52","CA-2019-115742","1035","6.16","2","0","2.9568"
"53","CA-2019-115742","761","89.99","1","0","17.098099999999988"
"54","CA-2020-105816","110","15.260000000000002","7","0","6.256600000000001"
"55","CA-2020-105816","160","1029.95","5","0","298.6855"
"56","CA-2020-111682","816","208.56","6","0","52.139999999999986"
"57","CA-2020-111682","1837","32.400000000000006","5","0","15.552000000000001"
"58","CA-2020-111682","1181","319.41","5","0.1","7.098000000000006"
"59","CA-2020-111682","149","14.56","2","0","6.9888"
"60","CA-2020-111682","915","30","2","0","3.3000000000000007"
"61","CA-2020-111682","1286","48.480000000000004","4","0.2","16.362"
"62","CA-2020-111682","1305","1.68","1","0","0.84"
"63","CA-2019-135545","1605","13.98","2","0","6.151200000000001"
"64","CA-2019-135545","59","25.824","6","0.2","9.3612"
"65","CA-2019-135545","1738","146.73","3","0","68.9631"
"66","CA-2019-135545","1040","79.76","4","0","22.332800000000006"
"67","US-2019-164175","770","213.11499999999998","5","0.3","-15.22250000000001"
"68","CA-2018-106376","885","1113.0240000000001","8","0.2","111.30239999999998"
"69","CA-2018-106376","1117","167.96800000000002","4","0.2","62.988"
"70","CA-2020-119823","1463","75.88","2","0","35.663599999999995"
"71","CA-2020-106075","236","4.616","1","0.2","1.7309999999999999"
"72","CA-2021-114440","1531","19.049999999999997","3","0","8.763"
"73","US-2019-134026","806","831.9360000000001","8","0.2","-114.39120000000003"
"74","US-2019-134026","1547","97.04","2","0.2","1.2129999999999974"
"75","US-2019-134026","1382","72.784","1","0.2","-18.196"
"76","US-2021-118038","541","1.2479999999999998","3","0.8","-1.9344000000000006"
"77","US-2021-118038","31","9.708","3","0.6","-5.8248000000000015"
"78","US-2021-118038","1455","27.240000000000002","3","0.2","2.724000000000002"
"79","US-2018-147606","564","19.3","5","0.6","-14.475000000000001"
"80","CA-2020-127208","9","208.16","1","0","56.20320000000001"
"81","CA-2020-127208","248","16.740000000000002","3","0","8.0352"
"82","CA-2018-139451","1311","14.9","5","0","4.172000000000001"
"83","CA-2018-139451","1473","21.39","1","0","6.203099999999999"
"84","CA-2019-149734","945","200.98400000000004","7","0.2","62.807499999999976"
"85","US-2021-119662","1381","230.376","3","0.2","-48.9549"
"86","CA-2021-140088","1180","301.96","2","0","33.215599999999995"
"87","CA-2021-155558","1018","19.99","1","0","6.796599999999998"
"88","CA-2021-155558","222","6.16","2","0","2.9568"
"89","CA-2020-159695","582","158.36800000000002","7","0.2","13.857199999999999"
"90","CA-2020-109806","1586","20.1","3","0","6.632999999999998"
"91","CA-2020-109806","1250","73.584","2","0.2","8.278199999999998"
"92","CA-2020-109806","1794","6.48","1","0","3.1104000000000003"
"93","CA-2019-149587","1798","12.96","2","0","6.2208000000000006"
"94","CA-2019-149587","1446","53.34","3","0","16.535399999999996"
"95","CA-2019-149587","904","32.96","2","0","16.1504"
"96","US-2021-109484","673","5.682000000000001","1","0.7","-3.7880000000000003"
"97","CA-2021-161018","32","96.53","7","0","40.5426"
"98","CA-2021-157833","1580","51.312","3","0.2","17.9592"
"99","CA-2020-149223","637","77.88","6","0","22.585199999999993"
"100","CA-2020-158568","262","64.624","7","0.2","22.618399999999994"
"101","CA-2020-158568","1409","95.97600000000001","3","0.2","-10.79730000000001"
"102","CA-2020-158568","256","1.7879999999999996","3","0.8","-3.0396"
"103","CA-2020-129903","1596","23.92","4","0","11.7208"
"104","US-2019-156867","1016","238.89600000000002","6","0.2","-26.875800000000012"
"105","US-2019-156867","503","102.35999999999999","3","0.2","-3.8385000000000105"
"106","US-2019-156867","271","36.882000000000005","3","0.7","-25.8174"
"107","CA-2021-119004","1084","74.11200000000001","8","0.2","17.6016"
"108","CA-2021-119004","1485","27.992000000000004","1","0.2","2.0993999999999993"
"109","CA-2021-119004","1169","3.3040000000000003","1","0.2","1.0737999999999999"
"110","CA-2019-129476","1013","339.96000000000004","5","0.2","67.99199999999996"
"111","CA-2021-146780","1046","41.96","2","0","10.909600000000001"
"112","CA-2020-128867","888","75.96","2","0","22.78799999999999"
"113","CA-2020-128867","238","27.240000000000002","6","0","13.3476"
"114","CA-2018-115259","1218","40.096000000000004","14","0.2","14.534799999999997"
"115","CA-2018-115259","1345","4.720000000000001","2","0.2","1.6519999999999997"
"116","CA-2018-115259","1714","23.976000000000003","3","0.2","7.492499999999999"
"117","CA-2018-115259","1588","130.464","6","0.2","44.0316"
"118","CA-2019-110457","847","787.53","3","0","165.38129999999995"
"119","US-2019-136476","681","157.79400000000004","1","0.7","-115.7156"
"120","CA-2020-103730","150","47.04","3","0","18.345599999999997"
"121","CA-2020-103730","534","30.84","4","0","13.878"
"122","CA-2020-103730","462","226.56","6","0","63.436800000000005"
"123","CA-2020-103730","773","115.02","9","0","51.75899999999999"
"124","CA-2020-103730","969","68.04","7","0","19.731599999999997"
"125","US-2018-152030","743","600.558","3","0.3","-8.579400000000078"
"126","US-2018-134614","311","617.7","6","0.5","-407.68200000000013"
"127","US-2021-107272","242","2.3880000000000003","2","0.7","-1.8308"
"128","US-2021-107272","1578","243.99200000000002","7","0.2","30.49899999999998"
"129","US-2020-125969","768","81.424","2","0.2","-9.160199999999996"
"130","US-2020-125969","558","238.56","3","0","26.241599999999977"
"131","US-2021-164147","137","59.96999999999999","5","0.4","-11.993999999999993"
"132","US-2021-164147","1708","78.304","2","0.2","29.363999999999997"
"133","US-2021-164147","1506","21.456","9","0.2","6.973199999999998"
"134","CA-2020-145583","1745","20.04","3","0","9.6192"
"135","CA-2020-145583","1669","35.44","1","0","16.656799999999997"
"136","CA-2020-145583","1411","11.52","4","0","3.4559999999999995"
"137","CA-2020-145583","909","4.02","2","0","1.9697999999999998"
"138","CA-2020-145583","722","76.176","3","0.2","26.661599999999996"
"139","CA-2020-145583","670","65.88","6","0","18.446400000000004"
"140","CA-2020-145583","1035","43.120000000000005","14","0","20.697599999999998"
"141","CA-2020-110366","872","82.80000000000001","2","0.2","10.349999999999994"
"142","CA-2021-106180","1159","8.82","3","0","2.3814"
"143","CA-2021-106180","472","10.86","3","0","5.1042000000000005"
"144","CA-2021-106180","1703","143.7","3","0","68.976"
"145","CA-2021-155376","1423","839.4300000000001","3","0","218.25179999999997"
"146","CA-2019-110744","1381","671.93","7","0","20.157899999999998"
"147","CA-2018-110072","1448","93.888","4","0.2","12.90959999999999"
"148","CA-2020-114489","1275","384.45000000000005","11","0","103.80150000000003"
"149","CA-2020-114489","138","149.97","3","0","5.9987999999999815"
"150","CA-2020-114489","832","1951.84","8","0","585.5519999999999"
"151","CA-2020-114489","701","171.55","5","0","80.6285"
"152","CA-2020-158834","289","157.92","5","0.2","17.76599999999999"
"153","CA-2020-158834","936","203.184","2","0.2","15.23879999999999"
"154","CA-2019-124919","1476","58.379999999999995","7","0","26.270999999999994"
"155","CA-2019-124919","1672","105.52","4","0","48.539199999999994"
"156","CA-2019-124919","1544","80.88","6","0","21.028799999999997"
"157","CA-2019-118948","1124","6.63","3","0","1.7901"
"158","CA-2018-104269","743","457.56800000000004","2","0.2","51.47639999999994"
"159","CA-2020-114104","230","14.62","2","0","6.8713999999999995"
"160","CA-2020-114104","175","944.9300000000001","7","0","236.23250000000002"
"161","CA-2020-162733","1713","5.98","1","0","2.691"
"162","CA-2019-119697","977","54.38400000000001","2","0.2","1.359599999999995"
"163","CA-2020-154508","1500","28.4","5","0","13.347999999999997"
"164","CA-2020-113817","1645","27.680000000000003","2","0.2","9.687999999999999"
"165","CA-2018-139892","323","9.936","3","0.2","2.7324"
"166","CA-2018-139892","987","8159.951999999999","8","0.4","-1359.992000000002"
"167","CA-2018-139892","1483","275.928","3","0.2","-58.634699999999995"
"168","CA-2018-139892","1371","1740.0599999999997","9","0.3","-24.858000000000175"
"169","CA-2018-139892","1415","32.064","6","0.2","6.813599999999997"
"170","CA-2018-139892","953","177.97999999999996","5","0.8","-453.84900000000005"
"171","CA-2018-139892","943","143.976","3","0.2","8.998500000000007"
"172","CA-2018-118962","94","20.94","3","0","9.841800000000001"
"173","CA-2018-118962","1705","110.96","2","0","53.260799999999996"
"174","CA-2018-118962","771","340.14400000000006","7","0.2","21.259"
"175","US-2018-100853","952","52.44799999999999","2","0.8","-131.12000000000003"
"176","US-2018-100853","220","20.16","4","0.2","6.551999999999999"
"177","US-2021-152366","40","97.26399999999998","4","0.8","-243.16000000000008"
"178","US-2019-101511","1232","396.802","7","0.3","-11.337199999999939"
"179","US-2019-101511","84","15.88","5","0.2","-3.771500000000001"
"180","CA-2019-137225","1412","3.28","1","0","1.4104"
"181","CA-2018-166191","1542","24.816000000000003","2","0.2","1.8612000000000002"
"182","CA-2018-166191","921","408.74399999999997","7","0.2","76.63949999999998"
"183","CA-2018-158274","163","503.96","4","0","131.02960000000002"
"184","CA-2018-158274","1171","149.95","5","0","41.986000000000004"
"185","CA-2018-158274","882","29","2","0","7.25"
"186","CA-2020-105018","263","7.16","2","0","3.4368"
"187","CA-2018-123260","1408","176.8","8","0","22.98400000000001"
"188","CA-2020-157000","1267","37.224000000000004","3","0.2","3.7224000000000004"
"189","CA-2020-157000","1476","20.016000000000002","3","0.2","6.254999999999996"
"190","CA-2019-102281","169","899.1360000000001","4","0.2","112.39199999999991"
"191","CA-2019-102281","890","71.76","6","0","20.092800000000004"
"192","CA-2019-102281","1807","51.84","8","0","24.883200000000002"
"193","CA-2019-102281","168","626.3520000000001","3","0.2","46.97640000000001"
"194","CA-2019-102281","29","19.9","5","0","6.566999999999998"
"195","CA-2019-131457","1291","14.280000000000001","7","0","6.711599999999999"
"196","CA-2018-140004","329","7.408","2","0.2","1.2037999999999995"
"197","CA-2018-140004","332","6.048","3","0.2","1.5876000000000006"
"198","CA-2021-107720","500","46.26","3","0","12.0276"
"199","US-2021-124303","1312","2.9460000000000006","2","0.7","-2.2585999999999995"
"200","US-2021-124303","1656","16.056","3","0.2","5.8203000000000005"
"201","CA-2021-105074","1478","21.744000000000003","3","0.2","6.794999999999999"
"202","CA-2018-133690","364","218.75","2","0.5","-161.875"
"203","CA-2018-133690","366","2.6","1","0.2","0.29249999999999987"
"204","US-2021-116701","608","66.28399999999999","2","0.8","-178.9668"
"205","CA-2021-126382","548","35.168000000000006","7","0.2","9.671200000000002"
"206","CA-2021-108329","1174","444.76800000000003","4","0.2","44.476800000000026"
"207","CA-2021-135860","1554","83.92","4","0","5.874399999999994"
"208","CA-2021-135860","1247","131.98","2","0","35.634600000000006"
"209","CA-2021-135860","242","15.92","4","0","7.4824"
"210","CA-2021-135860","111","52.29","9","0","16.209899999999998"
"211","CA-2021-135860","775","91.99","1","0","3.6795999999999935"
"212","CA-2019-101007","1079","20.8","2","0.2","6.499999999999999"
"213","CA-2019-146262","215","23.680000000000003","2","0.2","8.879999999999999"
"214","CA-2019-146262","1187","452.45","5","0.5","-244.32300000000006"
"215","CA-2019-146262","1485","62.982","3","0.4","-14.695800000000006"
"216","CA-2019-146262","432","1188.0000000000002","9","0.7","-950.4000000000001"
"217","CA-2019-146262","1470","89.584","2","0.2","4.479200000000006"
"218","CA-2020-130162","1267","93.06","6","0","26.056800000000003"
"219","CA-2020-130162","102","302.376","3","0.2","22.678200000000018"
"220","CA-2019-169397","1217","5.5840000000000005","2","0.2","1.8147999999999997"
"221","CA-2019-169397","1621","22.704000000000004","6","0.2","8.2302"
"222","CA-2019-169397","904","19.776000000000003","4","0.7","-13.843199999999996"
"223","CA-2019-169397","623","72.704","4","0.2","19.084800000000005"
"224","CA-2019-169397","1529","479.98800000000006","4","0.7","-383.9904"
"225","CA-2019-169397","1498","27.168000000000003","2","0.2","2.7168"
"226","CA-2019-163055","1420","2.2","1","0","0.9680000000000002"
"227","CA-2019-163055","310","622.4499999999999","5","0","136.939"
"228","CA-2019-163055","1358","21.98","1","0","0.21979999999999933"
"229","US-2019-145436","762","161.568","2","0.2","-28.27440000000002"
"230","US-2019-145436","764","389.696","8","0.2","43.84079999999997"
"231","US-2018-156216","690","18.648000000000003","7","0.7","-12.431999999999999"
"232","US-2021-100930","378","233.86","2","0.45","-102.04800000000003"
"233","US-2021-100930","370","620.6145000000001","3","0.45","-248.24579999999992"
"234","US-2021-100930","690","5.328000000000001","2","0.7","-3.5519999999999996"
"235","US-2021-100930","1541","258.072","3","0.2","0"
"236","US-2021-100930","1023","617.9760000000001","3","0.2","-7.724700000000098"
"237","CA-2021-160514","1838","10.56","2","0","4.752"
"238","CA-2020-157749","1753","25.920000000000005","5","0.2","9.396"
"239","CA-2020-157749","1042","419.68000000000006","5","0.6","-356.72799999999995"
"240","CA-2020-157749","1504","11.688","3","0.6","-4.6751999999999985"
"241","CA-2020-157749","1320","31.983999999999998","2","0.2","11.194399999999998"
"242","CA-2020-157749","964","177.225","5","0.5","-120.51299999999998"
"243","CA-2020-157749","545","4.0440000000000005","3","0.6","-2.8307999999999995"
"244","CA-2020-157749","329","7.408","2","0.2","1.2037999999999995"
"245","CA-2018-131926","743","2001.8600000000001","7","0","580.5393999999999"
"246","CA-2018-131926","1387","166.72","2","0","41.68000000000001"
"247","CA-2018-131926","97","47.88","6","0","23.94"
"248","CA-2018-131926","852","1503.25","5","0","496.07249999999993"
"249","CA-2018-131926","1807","25.92","4","0","12.441600000000001"
"250","CA-2020-154739","760","321.568","2","0.2","28.137200000000007"
"251","CA-2020-145625","1660","7.61","1","0","3.5766999999999998"
"252","CA-2020-145625","1023","3347.37","13","0","636.0002999999997"
"253","CA-2020-146941","651","80.58","6","0","22.562400000000004"
"254","CA-2020-146941","1590","361.92","4","0","162.864"
"255","US-2019-159982","545","12.132000000000001","9","0.6","-8.492399999999998"
"256","US-2019-159982","284","82.368","2","0.2","-19.562399999999997"
"257","US-2019-159982","1544","53.92","5","0.2","4.043999999999997"
"258","US-2019-159982","1021","647.904","6","0.2","56.691599999999966"
"259","CA-2021-163139","1370","20.37","3","0","6.925800000000001"
"260","CA-2021-163139","1380","221.54999999999998","3","0","6.646500000000017"
"261","CA-2021-163139","35","17.52","5","0.2","6.131999999999999"
"262","US-2021-155299","605","1.6239999999999994","2","0.8","-4.466"
"263","US-2018-106992","987","3059.982","3","0.4","-509.99700000000075"
"264","US-2018-106992","1841","2519.9579999999996","7","0.4","-251.99579999999992"
"265","CA-2020-125318","437","328.224","4","0.2","28.7196"
"266","CA-2019-155040","1095","79.9","2","0","35.156000000000006"
"267","CA-2021-136826","1325","14.015999999999998","3","0.2","4.7303999999999995"
"268","CA-2020-111010","276","7.5600000000000005","6","0","0.3024"
"269","US-2021-145366","1374","37.208","1","0.2","-7.441600000000001"
"270","US-2021-145366","1340","57.576","3","0.2","21.591"
"271","CA-2021-163979","100","725.84","4","0","210.4935999999999"
"272","CA-2019-155334","999","209.92999999999998","7","0","92.36920000000002"
"273","CA-2019-155334","1351","5.28","3","0","2.3232000000000004"
"274","CA-2019-155334","1316","10.92","3","0.2","4.094999999999999"
"275","CA-2021-118136","130","8.82","2","0","4.0572"
"276","CA-2021-118136","1145","5.98","1","0","1.5548000000000002"
"277","CA-2021-132976","1301","11.648000000000001","2","0.2","4.0768"
"278","CA-2021-132976","99","18.176","4","0.2","5.907199999999999"
"279","CA-2021-132976","588","59.712","6","0.2","5.9712"
"280","CA-2021-132976","197","24.839999999999996","3","0.2","8.694"
"281","US-2019-161991","1363","2.0799999999999996","5","0.8","-3.4320000000000004"
"282","US-2019-161991","345","1114.4","7","0.2","376.11"
"283","CA-2019-130890","315","1038.84","5","0.2","51.94200000000001"
"284","CA-2019-130883","537","141.76","5","0.2","47.843999999999994"
"285","CA-2019-130883","1092","239.80000000000004","5","0.2","47.95999999999999"
"286","CA-2019-130883","1819","31.104000000000006","6","0.2","10.8864"
"287","CA-2020-112697","717","254.05800000000002","7","0.7","-169.3719999999999"
"288","CA-2020-112697","40","194.52800000000002","2","0.2","24.315999999999974"
"289","CA-2020-112697","1306","961.4800000000001","5","0.2","-204.31449999999995"
"290","CA-2020-110772","114","19.096","7","0.2","6.683599999999999"
"291","CA-2020-110772","223","18.496000000000002","8","0.2","6.2424"
"292","CA-2020-110772","1028","255.98400000000004","2","0.2","54.39660000000001"
"293","CA-2020-110772","391","86.97","3","0.5","-48.703199999999995"
"294","CA-2018-111451","873","300.416","8","0.2","78.8592"
"295","CA-2018-111451","745","230.35200000000003","3","0.2","20.155800000000013"
"296","CA-2018-111451","559","218.35200000000003","3","0.2","-24.5646"
"297","CA-2018-111451","898","78.60000000000001","5","0.7","-62.88000000000001"
"298","CA-2018-111451","1607","27.552000000000003","3","0.2","9.298799999999996"
"299","CA-2020-142545","1827","32.400000000000006","5","0","15.552000000000001"
"300","CA-2020-142545","1559","1082.48","8","0","10.824800000000096"
"301","CA-2020-142545","1733","56.91","3","0","27.316799999999997"
"302","CA-2020-142545","674","77.6","4","0","38.023999999999994"
"303","CA-2020-142545","264","14.28","1","0","6.5687999999999995"
"304","US-2021-152380","365","219.07500000000002","3","0.5","-131.44500000000005"
"305","CA-2019-144253","592","26.8","2","0","12.863999999999999"
"306","CA-2018-130960","1167","9.84","3","0","2.853599999999999"
"307","CA-2018-111003","679","45.480000000000004","3","0","20.9208"
"308","CA-2018-111003","357","289.20000000000005","6","0","83.86799999999997"
"309","CA-2021-126774","627","4.89","1","0","2.0049"
"310","CA-2020-142902","393","15.136000000000003","4","0.2","3.594800000000001"
"311","CA-2020-142902","823","466.76800000000003","2","0.2","52.51139999999998"
"312","CA-2020-142902","565","15.232","1","0.2","1.7135999999999978"
"313","CA-2020-142902","219","6.264","3","0.2","2.0358"
"314","CA-2018-120887","509","87.53999999999999","3","0","37.6422"
"315","CA-2018-167850","153","178.38400000000001","2","0.2","22.297999999999973"
"316","CA-2018-167850","1812","15.552000000000003","3","0.2","5.4432"
"317","CA-2018-164259","363","99.13600000000001","4","0.2","8.674399999999995"
"318","CA-2018-164973","528","135.882","1","0.1","24.156800000000004"
"319","CA-2018-164973","401","3991.98","2","0","1995.99"
"320","CA-2018-164973","1250","275.94","6","0","80.0226"
"321","CA-2018-164973","1115","360","4","0","129.6"
"322","CA-2018-164973","1578","43.57","1","0","13.070999999999998"
"323","CA-2018-156601","1215","7.16","2","0","3.58"
"324","CA-2020-162138","898","251.52","6","0.2","81.744"
"325","CA-2020-162138","1030","99.99","1","0","34.9965"
"326","CA-2021-153339","1532","15.991999999999999","1","0.2","0.999499999999999"
"327","US-2020-141544","33","290.898","3","0.4","-67.8762"
"328","US-2020-141544","665","54.224000000000004","2","0.2","3.3889999999999993"
"329","US-2020-141544","817","786.744","4","0.3","-258.5016000000001"
"330","US-2020-141544","1364","100.24000000000001","10","0.2","33.83099999999999"
"331","US-2020-141544","699","37.76400000000001","6","0.7","-27.693600000000004"
"332","US-2020-150147","157","82.8","2","0.4","-20.700000000000003"
"333","US-2020-150147","902","20.724000000000004","2","0.7","-13.815999999999995"
"334","US-2020-150147","1635","4.896000000000001","3","0.7","-3.427199999999999"
"335","CA-2019-137946","1518","4.752000000000001","1","0.2","1.6037999999999997"
"336","CA-2019-137946","797","959.984","2","0.2","335.99440000000004"
"337","CA-2019-137946","260","14.368000000000002","4","0.2","4.489999999999998"
"338","CA-2018-129924","1585","7.712000000000001","2","0.2","2.7956000000000003"
"339","CA-2018-129924","826","698.3520000000001","3","0.2","-17.458800000000053"
"340","CA-2019-128167","1216","4.96","4","0","2.3312"
"341","CA-2018-122336","1127","17.856","4","0.2","1.1159999999999979"
"342","CA-2018-122336","648","509.9700000000001","10","0.7","-407.9759999999999"
"343","CA-2018-122336","1506","30.991999999999997","13","0.2","10.072399999999996"
"344","CA-2018-122336","1491","71.928","12","0.4","8.39159999999999"
"345","US-2019-120712","660","88.80000000000001","4","0.2","-2.220000000000013"
"346","CA-2021-169901","137","47.976","3","0.2","4.797600000000003"
"347","CA-2021-134306","332","7.5600000000000005","3","0","3.0996000000000006"
"348","CA-2021-134306","537","24.56","2","0","11.543199999999999"
"349","CA-2021-134306","324","12.96","2","0","4.1472"
"350","CA-2020-129714","1370","6.79","1","0","2.3086"
"351","CA-2020-129714","1670","24.56","2","0","11.543199999999999"
"352","CA-2020-129714","50","3.048","1","0.2","1.0668"
"353","CA-2020-129714","1670","49.12","4","0","23.086399999999998"
"354","CA-2020-129714","683","4355.168000000001","4","0.2","1415.4295999999997"
"355","CA-2020-138520","1426","388.70400000000006","6","0.2","-4.858800000000002"
"356","CA-2020-138520","2","8.26","2","0","3.7996"
"357","CA-2020-138520","521","17.04","4","0","6.9864"
"358","CA-2020-138520","93","34.4","5","0","15.823999999999998"
"359","CA-2020-130001","1478","36.24000000000001","5","0.2","11.324999999999996"
"360","CA-2021-155698","293","647.84","8","0","168.4384"
"361","CA-2021-155698","233","20.7","2","0","9.936"
"362","CA-2021-144904","233","20.7","2","0","9.936"
"363","CA-2021-144904","750","488.646","3","0.1","86.8704"
"364","CA-2021-144904","1148","5.56","2","0","1.4455999999999998"
"365","CA-2021-144904","591","47.12","8","0","20.7328"
"366","CA-2018-123344","776","211.96","4","0","8.478399999999993"
"367","CA-2020-155516","1629","23.2","4","0","10.44"
"368","CA-2020-155516","1503","7.36","2","0","0.14719999999999978"
"369","CA-2020-155516","1270","104.79","7","0","29.341200000000008"
"370","CA-2020-155516","168","1043.92","4","0","271.41920000000005"
"371","CA-2021-104745","1724","25.920000000000005","5","0.2","9.396"
"372","CA-2021-104745","664","53.42400000000001","3","0.2","4.674600000000002"
"373","US-2018-119137","1635","8.160000000000002","5","0.7","-5.712"
"374","US-2018-119137","1114","1023.9360000000001","8","0.2","179.1887999999999"
"375","US-2018-119137","1138","9.24","1","0.2","0.9239999999999999"
"376","US-2018-119137","1094","479.04","10","0.2","-29.940000000000012"
"377","US-2020-134656","1757","99.13600000000001","4","0.2","30.979999999999993"
"378","US-2021-134481","1200","1488.4239999999998","7","0.3","-297.6847999999998"
"379","CA-2019-130792","811","8.651999999999997","3","0.8","-20.332200000000007"
"380","CA-2019-130792","118","23.832","3","0.2","2.6810999999999954"
"381","CA-2019-130792","714","12.175999999999998","4","0.8","-18.87280000000001"
"382","CA-2020-134775","1481","50.96","7","0","25.48"
"383","CA-2020-134775","1492","49.536","3","0.2","17.3376"
"384","CA-2019-125395","1467","41.9","2","0","8.799"
"385","US-2019-168935","846","375.45750000000004","3","0.45","-157.00949999999997"
"386","US-2019-168935","1020","83.97600000000001","3","0.2","-1.049700000000005"
"387","CA-2019-122756","986","482.34000000000003","4","0.7","-337.6379999999998"
"388","CA-2019-122756","22","2.9600000000000004","1","0.2","0.7770000000000002"
"389","CA-2018-115973","475","2.624","1","0.2","0.4263999999999998"
"390","CA-2021-101798","134","23.36","4","0.2","7.883999999999999"
"391","CA-2021-101798","1018","39.98","2","0","13.593199999999996"
"392","US-2018-135972","1175","246.38400000000001","2","0.2","27.718199999999968"
"393","US-2018-135972","404","1799.97","3","0","701.9883"
"394","US-2018-134971","1633","12.461999999999996","3","0.8","-20.5623"
"395","CA-2021-102946","1584","75.792","3","0.2","25.57979999999999"
"396","CA-2021-165603","14","49.96","2","0","9.492399999999996"
"397","CA-2021-165603","1754","12.96","2","0","6.2208000000000006"
"398","CA-2019-122259","72","70.12","4","0","21.035999999999994"
"399","CA-2020-108987","1527","35.952000000000005","3","0.2","3.5951999999999984"
"400","CA-2020-108987","1357","2396.2655999999997","4","0.32","-317.15280000000007"
"401","CA-2020-108987","470","131.136","4","0.2","-32.784"
"402","CA-2020-108987","1468","57.584","2","0.2","0.7197999999999993"
"403","CA-2018-113166","1771","9.568000000000001","2","0.2","3.4684"
"404","CA-2018-155208","251","39.072","6","0.2","9.768"
"405","CA-2021-117933","1501","35.910000000000004","3","0","9.695699999999999"
"406","CA-2021-117457","1468","179.95000000000002","5","0","37.789500000000004"
"407","CA-2021-117457","1452","1199.976","3","0.2","434.9913"
"408","CA-2021-117457","1654","27.15","5","0","13.3035"
"409","CA-2021-117457","318","1004.0239999999999","7","0.2","-112.95269999999994"
"410","CA-2021-117457","1662","9.68","1","0","4.6464"
"411","CA-2021-117457","1441","28.349999999999998","9","0","13.608"
"412","CA-2021-117457","1699","55.98","1","0","27.4302"
"413","CA-2021-117457","1190","1336.829","13","0.15","31.45479999999995"
"414","CA-2021-117457","1179","113.56800000000001","2","0.2","-18.454800000000013"
"415","CA-2021-142636","1701","139.86","7","0","65.73419999999999"
